state,district,college_name
Gujarat,Junagadh,SHRI SAURBH ARTS COLLEGE-GDU(JUNAGADH)
Gujarat,Rajkot,U.N.MEHTA ARTS COLLEGE-MORBI
Gujarat,Sabarkantha,RIDHDHI BCA COLLEGE MOTIPURA
Telangana,Medak,Sri Chaitanya Degree College
Gujarat,Bharuch,Emity B. Ed. College
Gujarat,Panch Mahals,P. P. Chauhan Institute of Computer Application
Telangana,Warangal,"Maharshi Degree College, H.No. 4-73/2, Main Road, Palakurthy (V&M)"
Telangana,Rangareddy,Einstein College of Business Management
Maharashtra,Kolhapur,"Shri Vijaysinh Yadav Arts & Science College, PETH-VADGAON"
Gujarat,Mehsana,KTUVKM SHRI N S DESAI COLLEGE OF EDUCATION
Maharashtra,Akola,"Shankarlal Khandelwal Arts, Science and Commerce College, Akola."
Chhatisgarh,Raigarh,"GOVT.COLLEGE OF NURSING, BELADULA ROAD,NEAR BSNL OFFICE"
Karnataka,Kalaburagi,ARUNDATI MSW COLLEGE
Himachal Pradesh,Shimla,"HP University Institute of Legal Studies, Ava Lodge, Shimla"
Assam,Dibrugarh,MDKGirls College P.O. Dibrugarh --786001
Odisha,Khordha,"Govt. College of Physical Education, Kalinga Stadium, Nayapalli, Bhubaneswar"
Gujarat,Panch Mahals,Government Arts College
Maharashtra,Pune,"Vishal Junnar Seva Mandals Vishal Institute of Pharmaceutical Education & Research , Ale,Tal. Junnar,Dist.Pune 412411"
Tamil Nadu,Salem,Bharathiyar Institute of Engineering for Women
Karnataka,Ramanagara,M M U College of Pharmacy
Maharashtra,Sangli,"Appasaheb Birnale College of Pharmacy, South Shivajinagar,Sangli Miraj Road,"
Maharashtra,Amravati,"Shri Madangopalji Mundhada Arts & Commerce College , Chandur Rly."
Andhra Pradesh,East Godavari,SAMD College of Education for Women
Maharashtra,Nanded,"Lokmanya Arts Mahavidyalaya Sonkhed, Tq. Loha"
Gujarat,Amreli,"Smt. Bhanumati Vrujlal Dhanak Arts, Commerce, Science & Management College - Bagasara"
Telangana,Hyderabad,Dr. Narayana College of Hotel Management
Gujarat,Bhavnagar,Shree Sahajanand Institute of Management (SFI)-Bhavnagar
Telangana,Hyderabad,Madina Degree College
Maharashtra,Gadchiroli,Phule Ambedkar Social work College
Telangana,Hyderabad,DR. NARAYANA DEGREE COLLEGE OF COMMERCE & SCIENCE
Puducherry,Puducherry,Kanchi Mamunivar Centre for Post Graduate Studies
Maharashtra,Ratnagiri,Dnyandeep Shikshan Prasarak Manadals Dnyandeep College of Scicence & Commerce at Bhadgaon Post-Khed Tal-Khed Dist Ratnagiri 415
Karnataka,Bidar,Noor College of Education Bidar
Gujarat,Rajkot,K.A.PANDHI LAW COLLEGE-RAJKOT
Telangana,Hyderabad,Omega Degree College
Maharashtra,Gondiya,"Manoharbhai Patel Arts Commerce, Deori"
Gujarat,Vadodara,PIONEER BSC NURSING COLLEGE
Karnataka,Bidar,Noor M.Ed College Bidar
Gujarat,Sabarkantha,ARVALLI BED COLLEGE VIJAYNAGAR
Gujarat,Ahmedabad,"Institute of Diploma studies, Nirma University"
Gujarat,Bhavnagar,"SHANTILAL SHAH ENGINEERING COLLEGE ,BHAVNAGAR"
Gujarat,Dohad,J. & R. B. Ed. College
Gujarat,Bhavnagar,Shri Kelavni Mandal Dhasa B.Ed. College
Gujarat,Rajkot,R.R.PATEL MAHILA ARTS & COMMERCE COLLEGE-RAJKOT
Gujarat,Bhavnagar,Smt. P.N.R. Shah Mahila Arts and Commerce College
Maharashtra,Aurangabad,Deccan College of Computer Science and Management
Gujarat,Mehsana,NOOTAN COLLEGE OF MSCIT VISNAGAR
Gujarat,Surendranagar,TAKSHASHILA B.ED. COLLEGE-HALVAD
Maharashtra,Gondiya,"Sri Laxmanrao Mankar Teachers College, Amgaon"
Andhra Pradesh,Chittoor,"Ramaraja Institute of Science & Technology, Tirupati"
Karnataka,Mysuru,Gopala Gowda Shantaveri Memorial College of Nursing
Gujarat,Kutch,ANJAR EDUCATION SOCIETY SANCHALIT PGDSPM COLLEGE
Andhra Pradesh,Krishna,"St. Ann's College of Nursing, Vijayawada"
Gujarat,Patan,JAFARI COLLEGE OF SICENCE AND TECHNOLOGY
Gujarat,Kutch,Anjar Education Society Sanchalit P.G.D.H.R.M. College
Maharashtra,Aurangabad,Deogiri Institute of Technology and Management Studies
Gujarat,Kutch,Shri H B Palan Arts & Commerce College
Karnataka,Bengaluru Urban,"THE BANGALORE SOCIAL & EDUCATIONAL INSTITUTE OF MANAGEMENT STUDIES, RAJARAJESHWARI NAGAR"
Maharashtra,Parbhani,"Dnyanganga College, Ranisawargaon, Tq. Gangakhed"
Karnataka,Dharwad,C B Guttal Ayurvedic Medical College
Gujarat,Jamnagar,UMIYAJI MAHILA B.ED. COLLEGE DHROL
Gujarat,Porbandar,K.H.MADHWANI ARTS & COMMERCE COLLEGE -PORBANDAR
Telangana,Mahbubnagar,"Sri Krishnaveni Degree College, Kalwakurthy"
West Bengal,Darjiling,ROCKVALE MANAGEMENT COLLEGE
Gujarat,Rajkot,SMT. K.S.N.KANSAGARA MAHILA ARTS & COMM. COLLEGE-RAJKOT
Gujarat,Junagadh,"KU. A.B. GARDI SHRI GRAMVIDHYA MAHAVIDHYALAYA B.S.M.S. COLLEGE OF RURAL STUDIES, SHARDAGRAM ."
Gujarat,Patan,NGES BBA PROGRAMME
Uttrakhand,Garhwal,"Govt. Degree College, Rikhnikhal"
Karnataka,Belagavi,Rani Chennamma College of Pharmacy
Gujarat,Surat,Shri Uttar Gujarat B. C. A. College
Andhra Pradesh,Kurnool,"R.I.E PG College, Kurnool"
Gujarat,Junagadh,"ARTS & COMMERCE COLLEGE, BARAVALA"
Gujarat,Sabarkantha,"D.L.Patel Institute of Management & Technology, MCA college.(SFI)-Himmatnagar"
Telangana,Hyderabad,Musheerabad Degree College for Women
Gujarat,Rajkot,"SHRI SARASWATI COLLEGE OF COMMERCE, B.B.A. & I.T., DHORAJI"
Karnataka,Dharwad,"Adept Foundation Samsthes Adept College of Business Administration, Dharwad."
Maharashtra,Nagpur,"Bonde Education College, Kalmeshwar"
Tamil Nadu,Kancheepuram,"ADHIPARASAKTHI COLLEGE OF PHARMACY (Inst. Code - 076), KANCHEEPURAM"
Maharashtra,Mumbai,Lala Lajpatrai College of Management Studies Lala Lajpatrai Marg Haji Ali Mumbai 400
Telangana,Rangareddy,Pallavi Degree College
Gujarat,Surat,Smt P. N. Patel College of Education
Karnataka,Bengaluru Urban,"Jindal First Grade College for Women, Jindal Nagar, Tumkur Road, Bangalore-560 073.(9-10/10-11)"
Maharashtra,Nagpur,"Radhikatai Pandav Institute of Architecture, Umred road"
Odisha,Khordha,"Indira Gandhi Memorial Ay. Medical College & Hospital, Pokhariput, Bhubaneswar"
Gujarat,Mehsana,"SARDAR PATEL INSTITUTE OF TECH., PILUDARA, MEHSANA"
Telangana,Rangareddy,DECCAN SCHOOL OF PHARMACY
Maharashtra,Ahmadnagar,"Mula Education Societys Shri Dnyaneshwar Mahavidyalaya,Arts,Commerce & Science College, Nevasa,Dist. Ahmednagar 414603"
Karnataka,Bengaluru Urban,Raja Rajeswari Dental College & Hospital
Telangana,Medak,MNR College of Pharmacy
Maharashtra,Kolhapur,"Kala Prabodhini's,Institute of Design ,C/o Bhalaji Pendharkar Sanskrutik Kendra, 253 Kha, Nagala Park,"
Gujarat,Ahmedabad,"Institute of Technology, Nirma University"
Chhatisgarh,Uttar Bastar Kanker,Govt. Maharshi Valmiki College Bhanupratappur
Gujarat,Vadodara,Pioneer Homoeopathic Medical College & Hospital
Karnataka,Bengaluru Urban,Vagdevi College Of Nursing
Maharashtra,Amravati,"Art &Science College , Kurha , Tq- Teosa"
Karnataka,Hassan,"Government College of Nursing, Holenarasipura"
Telangana,Medak,Pratibha Degree College
Karnataka,Bengaluru Urban,"Vasavi Vidyaniketana Evening College, 3, Vanivilas Road, Bangalore-4."
Gujarat,Rajkot,J.H.BHALODIYA WOMEN'S COLLEGE-RAJKOT (COMMERCE & B.B.A.)
Maharashtra,Wardha,"New Arts Commerce and Science College, Bachelor Road"
Gujarat,Surendranagar,C.H.SHAH MAITRI VIDYAPITH MAHILA B.ED.COLLEGE -SURENDRANAGAR
Maharashtra,Chandrapur,"J K MAHILA MAHAVIDYALAYA, CHIMUR"
Gujarat,Jamnagar,H.J.DOSHI INFO.TECH. INSTITUTE -JAMNAGAR
Gujarat,Mehsana,NIMA GIRLS ARTS COLLEGE GOZARIYA
Gujarat,Jamnagar,SMT. C.Z.M. GOSRANI B.C.A. COLLEGE-JAMNAGAR
Maharashtra,Pune,"Balaji Societys Arts & Commerce College,Pune"
Gujarat,Ahmedabad,Aroma College of Commerce
Gujarat,Ahmedabad,L. D. Arts College
Gujarat,Anand,Shri D. M. Patel Arts & Shri S. S. Patel Commerce College
Karnataka,Kolar,"Smt. Danamma Channabasavaiah College of Arts, Commerce and Science & Management Studies., #81, Near Town Police Station Road, Gowripet, Kolar-563"
Chhatisgarh,Bilaspur,"Sukhnandan College, Mungeli"
Gujarat,Kutch,Smt.V.D.Thacker College of Education
Gujarat,Rajkot,"MAHILA ARTS COLLEGE , DHORAJI"
Karnataka,Udupi,Muniyal Ayurvedic Medical College
Maharashtra,Nandurbar,"260049-ASM'S C.H.C. ARTS, SCIENCE & S.G.P. COMMERCE COLLEGE, TALODA."
Gujarat,Ahmedabad,Gujarat Commerce College
Gujarat,Anand,"Akhilesh Sureshbhai Patel Arts College, Boriavi"
Gujarat,Junagadh,"ARTS, COMMERCE COMPUTER SCIENCE COLLEGE-MANAVADAR"
Gujarat,Rajkot,P.D.M. COMMERCE COLLEGE-RAJKOT
Gujarat,Ahmedabad,City C. U. Shah Commerce College
Gujarat,Amreli,K.K.PAREKH COMM.. COLLEGE -AMRELI
Gujarat,Ahmedabad,R. B. Sagar College of Education
Maharashtra,Aurangabad,"Swatantra Senani Uttamraoji Patil College (B.Sc.), Samarth Nagar, Near Ashwin Hospital, Aurangabad"
Gujarat,Kutch,"G.M.D.C. Sponsored - Manibhai Valji Ramani & Manilal Punjabhai Ramani Arts College & Ratanshibhai Khimjibhai Khetani Commerce College,"
Tamil Nadu,Thanjavur,"Bharath Institute Of Catering Technology & Hotel Management , Thanjavur - 613"
Maharashtra,Pune,"Vidya Pratishthans Institute of Information Technology, Vidyanagari, Bhigwan Road, Baramati, Dist. Pune 413133"
Gujarat,Patan,"Smt. R.S.Patel Insti. Of Diploma Engg., Shelavi, Patan"
Gujarat,Bharuch,Shri Rang Navchetan Mahila Arts College
Tamil Nadu,Salem,Kongunadu College of Education
Maharashtra,Sangli,Shahu Shikshan Sanstha Pandharpur's Rajmata Women's College of Education
Tamil Nadu,Salem,Kongunadu College of Education for Women
Maharashtra,Ahmadnagar,"Rahuri Rural Womens Institute of Educations Gayatri College of Education, Deolali Pravara Dist. Ahmednagar 413716"
Gujarat,Ahmedabad,F. D. Arts & Commerce College for Women
Telangana,Medak,Govt. Degree College (Medak)
Maharashtra,Mumbai,Maratha Mandirs Babasaheb Gawde Institute of Management Studies Maratha Mandir Marg Mumbai 400
Tamil Nadu,Salem,Salem Kongunadu Arts & Science
Maharashtra,Sangli,Gangabai Gobbi Women's College of Education
Telangana,Warangal,Balaji Institute of Management Sciences
Maharashtra,Pune,"Dnyan Kala,Kreeda and Krishi Pratisthans Maharashtra Institute of Management, Kalamb Walchandnagar, Tal.Indapur, Dist. Pune"
Maharashtra,Nanded,"College of Food Technology, Naigaon Bazar"
Gujarat,Ahmedabad,C. U. Shah Commerce College
Telangana,Hyderabad,G.V.K. Emergency Management & Research Institute
Gujarat,Anand,Shri S. D. Patel Arts & C. M. Patel Commerce College
Maharashtra,Thane,Bhavika Vidya Prasarak Mandal College of Education 2 Vighnahar Co-op. Hsg. Soc.Ltd Behind Dr Ram Mali Hospital Mumbai Pune Road Kalwa Thane-400
Maharashtra,Aurangabad,Hi-tech College of Management & Computer Science
Telangana,Hyderabad,Sarada College of Hotel Management
Gujarat,Bhavnagar,Adarsh B.Ed. College
Maharashtra,Nagpur,"Dr Ambedkar Institute of Management Studies Research, Deekshabhoomi"
Gujarat,Vadodara,Smt. H. C. Patel (Kandari) Arts and Commerce College
Gujarat,Kutch,M D College of Education
Gujarat,Mehsana,SHRI SARASWATI SHIKSHAN MAHAVIDHYALAYA
Gujarat,Banas Kantha,SHRI SWAMI NARAYAN BED COLLEGE PALANPUR
Gujarat,Gandhinagar,Chaudhari Technical Institute (Womens College) - MCA (SFI) - Gandhinagar
Maharashtra,Amravati,"Adarsh Science, Jairamdas Bhagchand Arts &Birla Commerce College, Dhamangaon Rly."
Uttar Pradesh,Kanpur Nagar,"DR. VIRENDRA SWARUP INSTITUTE OF PROF. STUDIES, KIDWAI NAGAR,"
Andhra Pradesh,Chittoor,"Gayatri Degree College, Tirupati Urban"
Maharashtra,Sangli,"Padmabhushan Vasantraodada Patil Mahavidyalaya, KAVATHE-MAHANKAL"
Maharashtra,Mumbai,"ESI-PGIMSR, Mahatma Gandhi Memorial Hospital, Parel, Mumbai"
Chhatisgarh,Bilaspur,"Shanti Niketan College, Bilaspur"
Gujarat,Rajkot,"MAHRSHI SHRI AUROBINDO M.S.W. COLLEGE, RAJKOT"
Gujarat,Mehsana,"Manish Institute of Management, Visnagar"
Gujarat,Surat,B. J. Patel College of Education
Telangana,Hyderabad,CAT Degree & PG College
Odisha,Kalahandi,"Panchayat College,Dharamgarh"
Andhra Pradesh,Chittoor,"Viswam Degree & PG College, Angallu, Chittoor Dist."
Gujarat,Bhavnagar,"SHREE ADARSH B SC COLLEGE, ADARSH EDUCATIONAL CAMPUS"
Maharashtra,Nanded,"Matoshri Pratishthan's School of Management, Jijau Nagar, Khupsarwadi, Post Vishnupuri, Nanded"
Uttrakhand,Uttarkashi,"Govt. Degree College, Barkot"
Gujarat,Junagadh,SHREE DEVMANI ARTS & COMMERCE COLLEGE-VISAVDAR
Karnataka,Uttara Kannada,"Govt. I Grade College, Manki Tq Honnavar Dist Karwar"
Madhya Pradesh,Sidhi,"GOVT.COLLEGE CHURHAT,SIDHI"
Maharashtra,Solapur,"C.B. KHEDGIS BASAVESHWAR SC RAJAVIJAYSINGH COMM & RAJA JAYSING ARTS COLLEGE AKKALKOT 413216, SOLAPUR"
Gujarat,Junagadh,PATEL KELVANI MANDAL INSTITUTE OF TECH.& B.ED.-JUNAGADH
Telangana,Hyderabad,Avanthi P.G. College
Gujarat,Porbandar,DR.V.R.GODHANIYA B.ED. COLLEGE-PORBANDAR
Maharashtra,Bid,"Kamdhenu Sevabhavi Sanstha's Vasundhara Arts College, Ghatnandur."
Rajasthan,Jalor,"Gayatri College, Sanchore"
Gujarat,Junagadh,YADAV B.ED. COLLEGE-MANGALPUR
Himachal Pradesh,Shimla,"DAV Centenary College Kotkhai, Distt Shimla"
Maharashtra,Dhule,"200018-SCA'S ARTS, COMMERCE & SCIENCE COLLEGE, KUSUMBA, TAL.& DIST-DHULE."
Gujarat,Mehsana,SHRI C J PATEL COLLEGE OF COMPUTER STUDIES
Gujarat,Patan,"ADARSH SCIENCE COLLEGE, PATAN"
Gujarat,Gandhinagar,"Atul Polytechnic, Mansa, Mahudi"
Gujarat,Rajkot,J.J.KUNDALIYA ARTS & COMMERCE COLLEGE-RAJKOT
Gujarat,Surat,Shri Uttar Gujarat B. B. A. College
Gujarat,Jamnagar,S.H.GARDI ARTS & C.R.GARDI COMM.COLLEGE-DHROL
Gujarat,Amreli,"MATUSHREE MONGHIBA MAHILA ARTS COLLEGE, AMRELI"
Gujarat,Ahmedabad,C. U. Shah Arts College
Gujarat,Sabarkantha,D.L.Patel Institute of Management & Technology-MBA Programme (SFI)-Himmatnagar
Gujarat,Sabarkantha,COLLEGE OF EDUCATION VIDHYANAGARI
Maharashtra,Mumbai,Centre for Rural Entrepreneurship Development And Research Office 5 Dumukh Happy Home Society Vile Parle (East) Mumbai 400
Maharashtra,Sangli,"Mohanrao Patangrao Patil Mahavidyalaya, BORGAON"
Gujarat,Gandhinagar,"APOLLO INSTITUTE OF NURSING, GANDHINAGAR"
Gujarat,Surat,"A. Y. Dadabhai Technical Institute, Kosamba"
Andhra Pradesh,Krishna,VISWA VIGNAN COLLEGE OF EDUATION
Maharashtra,Kolhapur,"Arts, Commerce & Science College,Saraswati Nagar,GADHINGLAJ"
Gujarat,Bhavnagar,C.O. Jani Institute of Technology B.C.A. College
Karnataka,Bidar,RRK Samithi's College of Pharmacy
Gujarat,Ahmedabad,M. P. Arts & M. H. Commerce College for Women
Maharashtra,Sangli,"Baba Naik Arts and Science College, Kokrud."
Gujarat,Mehsana,"Department of Business Management, Sankalchand Patel College of Engineering (SFI)-Visnagar"
Maharashtra,Aurangabad,Rajiv Gandhi College of Computer Science
Maharashtra,Wardha,"Samarth Arts Commerce College, Ashti"
Gujarat,Surendranagar,M.M.SHAH COLLEGE OF EDUCATION -WADHWANCITY
Gujarat,Patan,SKET SHRI B J GADHAVI COLLEGE OF EDUCATION
Uttar Pradesh,Mainpuri,"S.N. MAHAVIDYALAYA BHOGAON, MAINPURI"
Karnataka,Ballari,"Govt., First Grade College, Sandur - 583 119."
Gujarat,Sabarkantha,SARASWATI COLLEGE EDUCATION VIRAWADA
Maharashtra,Jalna,"Shardchandraji Pawar College of Computer & Management B.C.A, Jafrabad."
Karnataka,Dharwad,Govt. First Grade College Navalagund
Madhya Pradesh,Indore,"Shri Jain Shwetamber Prof. Academy, Airport Road, Indore"
Gujarat,Sabarkantha,MASTER OF EDUCATION INSTITUTE(MED)
Gujarat,Surat,"Bhulabhai Vanmalibhai Patel Institute of Technology(D.S),Umrakh"
Gujarat,Sabarkantha,SMT S M PANCHAL SCIENCE COLLEGE TALOD
Karnataka,Kalaburagi,Baqua Arts College Gulbarga
Karnataka,Raichur,Govt First Grade Degree College Mudgal
Maharashtra,Akola,MANAV SCHOOL OF ENGINEERING AND TECHNOLOGY
Karnataka,Mysuru,"PRM Vijaya First Grade college,Gopalapura Road"
Gujarat,Vadodara,"Government Ayurved College, Vadodara"
Gujarat,Ahmedabad,K. K. Shashtri Government Law College
Karnataka,Dharwad,Ayurveda Mahavidyalaya
Gujarat,Jamnagar,SHREE UMIYA PARIWAR EDUCATION TRUST SANCHALIT B.C.A. COLLEGE
Maharashtra,Satara,"Arts & Comm. College, NAGTHANE"
Gujarat,Mehsana,"Smt. S.R. PATEL ENGG. COLLEGE, DABHI, UNJHA"
Gujarat,Amreli,YOGIJI MAHARAJ MAHAVIDYALAY MAHILA ARTS & COMM.COLLEGE-DHARI
Maharashtra,Solapur,COLLEGE OF PHARMACY JULE SOLAPUR BIJAPUR ROAD SOLAPUR
Maharashtra,Kolhapur,"Night College of Arts & Commerce, Industrial Estate, ICHALKARANJI-416115 Tal-Hatkanangale,Dist-Kolhapur"
Maharashtra,Ahmadnagar,"Ahmednagar Jilha Maratha Vidya Prasarak Samaj's New Law College, Ahmednagar 414001"
Maharashtra,Yavatmal,"Shri Gajanan Maharaj Arts, Commerce College, Mukutban."
Gujarat,Ahmedabad,I. M. Nanavati Law College
Odisha,Mayurbhanj,"Meghasan College, Nudadiha"
Gujarat,Bhavnagar,"J G DOSHI ARTS AND COMMERCE COLLEGE, SWAMI VIVEKANAND VIDHYAANKUL"
Karnataka,Bengaluru Urban,"Vijaya Evening College, RV Road, Bangalore-4"
Jammu and Kashmir,Reasi,"GOVERNMENT DEGREE COLLEGE SARH BAGGA, MAHORE"
Maharashtra,Pune,"SOCIETY FOR EDUCATION DEVLOPMENT AND RESEARCH IN ARCHITECTURE AND ARTS AAYOJAN SCHOOL OF ARCHITECTURE AND DESIGN, PUNE"
Odisha,Mayurbhanj,Degree Goorumahisani Iron College
Gujarat,Navsari,Shri Sardar Patel College of Education
Gujarat,Ahmedabad,Smt. R. B. Patel Arts & Commerce College
Karnataka,Belagavi,"SMES'S SHRI. MURUGARAJENDRA DEGREE COLLEGE, ATHANI"
Gujarat,Junagadh,SHRI KARMYOGI ARTS COLLEGE-GDU (SHERBAG)
Gujarat,Jamnagar,"GOVERNMENT COMMERCE COLLEGE, JAMNAGAR"
Maharashtra,Mumbai,Rachana Sansads College of Applied Arts and Craft 278 Shankar Ghanekar Marg Prabhadevi Mumbai 400 025 Started New Course Applied
Gujarat,Ahmedabad,Smt. A. P. Patel Arts & Late Shri N. P. Patel Commerce College
Telangana,Hyderabad,The Mothers Degree College for Women
Gujarat,Navsari,Shri Sardar Patel College of Modern Education (B. C. A.)
Maharashtra,Thane,Vidya Prasarak Mandals Kinhavali Arts Science College Kinhavali Tal Shahapur Dist Thane
Gujarat,Mehsana,ASH EDU TRUST BED COLLEGE VIJAPUR
Andhra Pradesh,Y.S.R.,Nirmala College of Pharmacy
Gujarat,Vadodara,Indu Management Institute -Vadodara (SFI)
Gujarat,Jamnagar,A.V.D.SAVJANI ARTS & COMMERCE COLLEGE-JAMJODHAPUR
Maharashtra,Aurangabad,"Shivaji College of Arts, Science & Commerce"
Maharashtra,Chandrapur,"Shri. Dnyanesh College, Navargaon"
Maharashtra,Nagpur,"NIT Graduate school of Management, Katol Road"
Tamil Nadu,Virudhunagar,Sri R. Ponnusamy Naidu College of Education
Gujarat,Vadodara,Vanvasi Sewa Samaj B. Ed. College
Maharashtra,Latur,"Swami Vivekanand Adhyapak Mahavidyalaya, Udgir"
Telangana,Hyderabad,Priyadarshini Collge of Computers Science & Research
Gujarat,Ahmedabad,Government Commerce College (K. K. Shashtri)
Karnataka,Bengaluru Urban,"MQI Degree College, #8, Bore Bank Road, Benson Town, Bangalore -46"
Telangana,Hyderabad,Priyadarshini College of Business Management
Gujarat,Vadodara,Sheth M. N. C. College of Education
Telangana,Medak,Govt. Degree College (Gajwel)
Chhatisgarh,Raigarh,"Ma Mangala College, Raigarh"
Maharashtra,Buldana,"Science College, Malkapur,"
Gujarat,Sabarkantha,"ASIAN INSTITUTE OF TECHNOLOGY, VADALI (969)"
Gujarat,Rajkot,"M.M.SCIENCE COLLEGE, MORBI"
Karnataka,Belagavi,"Consortium of minorities associations CMA Arts and Commerce Degree college for womenC.M.A Career Management Academy, M.G Tower, IInd Floor, Khade Bazar, Belgaum- 590"
Gujarat,Sabarkantha,M L GANDHI HIGHER EDUCATION BBA COLLEGE MODASA
Gujarat,Sabarkantha,MED COLLEGE VIDHYANAGARI
Telangana,Karimnagar,Vaageswari Institute of Management Sciences
Karnataka,Bengaluru Urban,SREE BALAJI DEGREE COLLEGE
Telangana,Hyderabad,SREE BINDU DEGREE COLLEGE
Gujarat,Sabarkantha,"GOVERNMENT ARTS COLLGE, BAYAD"
Gujarat,Ahmedabad,LOKMANYA COLLEGE OF EDUCATION (M ED)
Maharashtra,Buldana,"Rajiv Gandhi Scinec College, Mehkar."
Maharashtra,Jalgaon,"150051-TVES'S HON'BLE LOKSEVAK MADHUKARRAO CHAUDHARI COLLEGE OF PHARMACY, FAIZPUR."
Chhatisgarh,Raigarh,"MAA MANGLA COLLEGE OF IT & MANAGEMENT, RAIGARH"
Uttar Pradesh,Kanpur Nagar,"ABHINAV SEVA SANSTHAN MAHAVIDYALAYA, RAJEEV NAGAR,"
Gujarat,Surat,Babubhai B. Avichal Arts & Commerce College
Maharashtra,Mumbai Suburban,Fr Conceicao Rodrigues College of Engineering Band Stand Bandra (West) Mumbai 400
Karnataka,Bengaluru Urban,Mobility India
Andhra Pradesh,Chittoor,"Himaja Degree College, Puttur Rural"
Gujarat,Bharuch,"Government Arts & Commerce College, Netrang"
Gujarat,Rajkot,B.A. DANGAR HOMOEOPATHY MEDICAL COLLEGE-RAJKOT
Telangana,Medak,MASTER DEGREE COLLEGE (TOOPRAN)
Gujarat,Ahmedabad,C. C. Sheth College of Commerce
Rajasthan,Sikar,"B S Memorial B.Ed. College, Sikar"
Gujarat,Gandhinagar,ANANYA INSTITUTE OF SCIENCE KALOL KIRC CAMPUS
Jammu and Kashmir,Jammu,Taawish College of Education
Maharashtra,Mumbai,Oriental Education Societys College of Pharmacy Sanpada Navi Mumbai
Maharashtra,Nanded,"Nanded Pharmacy College, Shyam Nagar, Nanded"
Madhya Pradesh,Guna,GOVT. MADHAV COLLEGE CHANDERI
Gujarat,Ahmedabad,Parth College of Education
Gujarat,Ahmedabad,J. G. College of Physiotherapy
Telangana,Medak,Govt. Degree College (Sadasivpet)
Telangana,Hyderabad,Spoorthy Degree & P.G. College
Gujarat,Porbandar,"SHREE D.D.KOTHIWAL MUNI. LAW COLLEGE, PORBANDAR"
Telangana,Medak,GMR College of Education
Telangana,Hyderabad,Samatha Degree College
Maharashtra,Pune,"Kamla Education SocietysPratibha College of Education Plot No.2, M.I.D.C. Block D, Off Mumbai Pune Highway, Opp. Mehata Hospital, Chinchwad, Pune 411 019."
Maharashtra,Mumbai,K J Somaiya centre of buddhist studies
Telangana,Medak,Sri Venkateshwara B.P.Ed College
Gujarat,Banas Kantha,LOKNIKETAN MAHAVIDHYALA RATANPUR
Karnataka,Bengaluru Urban,"Al-Mighty First Grade College, No.23, Opp. Arabic College, Nagavara Main Raod, Bangalore -560 045(2006-07)"
Karnataka,Bengaluru Urban,"Al-Mighty First Grade Evening College, No.23, Opp. Arabic College, Nagavara Main Raod, Bangalore -560 045(2006-07)"
Telangana,Medak,Chatrapathi Shivaji Degree College
Gujarat,Anand,B R PATEL INSTITUTE OF COMPUTER APPLICATION -
Karnataka,Bengaluru Urban,"Shri Bhaghavan Mahaveer Jain Evening College, Dr. A.N. Krishna Rao Road, Vishveshwar Puram , Banglore-4"
Gujarat,Ahmedabad,Smt. Sushilaben Ramniklal Mehta Arts College
Uttar Pradesh,Sitapur,"SRI D.P. VERMA MEMORIAL DEGREE COLLEGE, KHAGESIYAMAU,"
Gujarat,Ahmedabad,B. V. D. Arts and Commerce College
Telangana,Medak,SHIVAJI DEGREE COLLEGE (POCHARAM)
Uttar Pradesh,Fatehpur,"ISHWAR DEEN BHAGWAT SINGH MAHAVIDHYALYA,KHAGA"
Maharashtra,Parbhani,"College of Horticulture, Parbhani"
Andhra Pradesh,Krishna,SRI VIDYA DEGREE COLLEGE
Gujarat,Bhavnagar,NAND KUNVARBA MAHILA B B A COLLEGE
Maharashtra,Jalgaon,Shivaji Shikshan Prasarak Mandal's Women's College of Education
Gujarat,Gandhinagar,Umiya B. Ed. College for Women
Gujarat,Ahmedabad,Prin. M. C. Shah Commerce College
Gujarat,Rajkot,SHRI MATRU MANDIR B.S.W. COLLEGE RAJKOT
Gujarat,Junagadh,SHASTRI SWAMI DHAMJIVANDASJI INSTITUTE OF INFO.TECH-JUNAGADH
Gujarat,Ahmedabad,P. D. Pandya Mahila Commerce College
Telangana,Rangareddy,Netra vidhyalayam Degree College for Blind
Telangana,Rangareddy,"Peoples College of Arts, Science & Commerce"
